Date,Temp,Load
20140829,78.08000000000001,2.015389
20140830,87.08000000000001,2.2371260000000004
20140831,75.92,1.869159
20140901,82.94,2.346416
20140902,80.96000000000001,2.399024
20140903,80.96000000000001,2.336095
20140904,84.02,2.54831
20140905,86.0,2.590589
20140906,78.98,2.191799
20140907,73.03999999999999,1.728796
20140908,77.0,1.962594
20140909,78.08000000000001,2.1309560000000003
20140910,82.03999999999999,2.308448
20140911,75.92,2.072022
20140912,60.980000000000004,1.691932
20140913,64.03999999999999,1.469699
20140914,64.03999999999999,1.47103
20140915,66.92,1.6104949999999998
20140916,66.02,1.6400599999999999
20140917,68.0,1.660561
20140918,69.08000000000001,1.691811
20140919,73.94,1.708798
20140920,77.0,1.69069
20140921,78.98,1.7158930000000001
20140922,57.019999999999996,1.629087
20140923,68.0,1.642133
20140924,75.02,1.704288
20140925,73.94,1.775077
20140926,78.08000000000001,1.796404
20140927,77.0,1.561213
20140928,73.03999999999999,1.528155
20140929,78.98,1.7776869999999998
20140930,69.08000000000001,1.6675060000000002
20141001,66.02,1.631309
20141002,75.92,1.751043
20141003,75.02,1.7453940000000001
20141004,59.0,1.442761
20141005,51.980000000000004,1.4498019999999998
20141006,64.94,1.624616
20141007,64.94,1.636687
20141008,62.96,1.614001
20141009,60.08,1.648488
20141010,57.92,1.6145999999999998
20141011,59.0,1.448329
20141012,64.03999999999999,1.4409269999999998
20141013,71.96000000000001,1.710884
20141014,78.98,1.7989359999999999
20141015,64.03999999999999,1.664745
20141016,59.0,1.6571300000000002
20141017,69.08000000000001,1.652202
20141018,62.96,1.48556
20141019,53.06,1.518224
20141020,57.019999999999996,1.644127
20141021,53.96,1.67171
20141022,50.0,1.712062
20141023,60.08,1.652097
20141024,60.08,1.637833
20141025,66.02,1.489344
20141026,60.980000000000004,1.46277
20141027,71.96000000000001,1.662281
20141028,75.92,1.748803
20141029,55.94,1.651142
20141030,48.019999999999996,1.664949
20141031,46.04,1.6296659999999998
20141101,44.06,1.556716
20141102,46.04,1.547881
20141103,55.94,1.688412
20141104,66.02,1.690464
20141105,59.0,1.71793
20141106,50.0,1.7359749999999998
20141107,44.96,1.75924
20141108,48.92,1.5708199999999999
20141109,48.92,1.5587529999999998
20141110,64.03999999999999,1.6583189999999999
20141111,69.08000000000001,1.626419
20141112,60.980000000000004,1.779032
20141113,35.96,1.9086079999999999
20141114,33.08,1.862425
20141115,35.06,1.6792539999999998
20141116,39.019999999999996,1.694239
20141117,35.96,1.958507
20141118,19.939999999999998,2.057907
20141119,37.04,1.9895429999999998
20141120,37.04,2.004413
20141121,26.96,1.960859
20141122,50.0,1.778858
20141123,62.96,1.625905
20141124,68.0,1.654385
20141125,46.94,1.7323
20141126,33.08,1.8326600000000002
20141127,33.98,1.553997
20141128,28.94,1.782295
20141129,48.019999999999996,1.619423
20141130,62.06,1.526041
20141201,62.06,1.843435
20141202,39.92,1.949413
20141203,41.0,1.920731
20141204,35.06,1.953729
20141205,42.08,1.88349
20141206,42.08,1.7587819999999998
20141207,39.92,1.797779
20141208,39.92,1.9656120000000001
20141209,44.96,1.920173
20141210,37.04,2.004285
20141211,33.08,2.046981
20141212,30.92,1.965109
20141213,35.96,1.8254249999999999
20141214,44.06,1.7312619999999999
20141215,48.019999999999996,1.846493
20141216,53.06,1.879108
20141217,42.08,1.987184
20141218,28.94,2.022025
20141219,30.92,1.922235
20141220,30.92,1.8022159999999998
20141221,33.08,1.813286
20141222,44.96,1.8411769999999998
20141223,53.06,1.721616
20141224,60.08,1.5620150000000002
20141225,42.08,1.50334
20141226,48.92,1.670694
20141227,57.019999999999996,1.5952570000000001
20141228,46.04,1.704356
20141229,35.96,1.869509
20141230,30.92,1.922846
20141231,24.98,1.964051
20150101,35.06,1.736065
20150102,35.96,1.831672
20150103,57.92,1.714934
20150104,60.08,1.628577
20150105,32.0,2.045394
20150106,19.939999999999998,2.122799
20150107,15.079999999999998,2.243265
20150108,15.98,2.2409749999999997
20150109,21.02,2.128072
20150110,15.98,1.9797339999999999
20150111,37.04,1.848006
20150112,35.96,1.9547729999999999
20150113,26.060000000000002,2.050525
20150114,24.08,2.053841
20150115,30.02,1.996889
20150116,33.08,1.938242
20150117,50.0,1.688093
20150118,44.96,1.6824590000000001
20150119,37.94,1.846124
20150120,33.98,1.940944
20150121,35.06,1.958137
20150122,33.98,1.9629
20150123,33.98,1.89226
20150124,30.92,1.7430530000000002
20150125,35.06,1.747487
20150126,28.94,1.957972
20150127,21.92,2.104436
20150128,24.08,2.025296
20150129,37.94,2.040911
